fundRUN,fundName,fundSeries,aafmCategory,svsCategory,svsCategoryId,currency,fundRUNSeries,userCategory,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,x_coord,y_coord,netPatrimony,providedFlow,rescuedFlow,ann_return,ann_stdev,pca_anomaly,dist_anomaly,cluster
8812-9,A. CHILE CALIFICADO,D,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8.0,P,8812-9D,"Domestic Bond, < 365",0.0,0.0280570859417981,-0.0033585885837408,0.0153259820125741,-0.006236936413425,-0.0374880043379844,-0.0004022182533194,0.0070390303452263,-0.0341217655366368,0.0264625147164068,-0.0531200373454829,0.0058062814870847,0.0143307330168696,0.0064292396344802,0.0316290700759582,-0.0045141009865997,-0.0135384980288706,0.0078765040509429,0.0279988526718819,-0.0122215558678929,-0.0220429774246364,0.0505617244362248,-0.0179198721064847,-0.0246633449032305,0.0002961646283623,0.0356117851851989,0.0983566746678283,-0.0003511294353353,0.0043989784699154,-0.0214465618697335,0.0845365130233191,0.0332409273863458,0.0521571643725797,0.0376785085343134,-0.1234795444392702,0.1334128039979212,0.0680551036263299,-0.0491911761286369,-0.0333260925335846,0.036493754224526,-0.0389400282731362,-0.0386536517115791,-0.0037160521351682,-0.00969845929618,0.0223824419086087,-0.0295710929261,-0.0013792592514195,-0.0057739278331089,0.0543723413123367,-0.0207023339248073,-0.009169203056924,-0.0264143181958843,-0.0285785224973004,0.0191387612521003,-0.0076930444353687,-0.055835114833791,0.0699284457299351,-0.0728319690043962,-0.0926085658902015,0.0597385387843278,-0.0422116160474415,-0.1093074645458006,-0.1153052925773701,0.1326724710872766,-0.0577198631438513,0.0703108341787257,0.0202370356818977,-0.0500561115680312,-0.0446212094344253,-0.035133033943008,0.1445411923145534,0.0485424824584752,0.0070586837486186,49.043568,31.558483,205701287.0082192,1397998.5539051038,1624004.9334759505,0.0548327695587499,18.2754487495468,0,0,3
8289-9,ACCIONES CHILE,APV,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8289-9APV,Domestic Equity,0.0,0.0303172587129607,-0.0112365200378077,0.0106368990486489,-0.0086169965846171,-0.0389423354472525,0.0024687983381317,-0.0073964611134335,-0.0360598440422772,0.0326451001160634,-0.0528844300499187,0.0036880436935415,0.0061478195352702,0.0062417161749985,0.0316743380075958,0.0072762427451049,-0.0258787647731605,0.0042717996140773,0.0264474950231128,-0.0170417618470163,-0.0275368276298676,0.0621878582089561,-0.0363309895631523,-0.0207224143148291,0.006329218976999,0.0396776755454668,0.0972959368377985,-0.0074742572024122,-0.005127476091456,-0.0278816707292988,0.0653774669502949,0.0148661072419749,0.0463186368446764,0.0453885458085274,-0.1223696852920318,0.1127185409010456,0.0506529122281853,-0.0499218750145825,-0.0199035852249146,0.0431349705137342,-0.0490829412369459,-0.0343096739096169,0.0207352912095,-0.019042277984026,0.0140859685157457,-0.0342638776613201,-0.008196632102791,-0.005956944879406,0.0519254142121663,-0.0239781176450253,-0.0114018219893123,-0.0195333100884054,-0.0575934245686254,0.0239012437200079,-0.0177705070646198,-0.0371790814569075,0.0705754850052031,-0.0617111008648766,-0.0541285437685672,0.0366618974374475,-0.0259550928991646,-0.0927781087477261,-0.1726682102167314,0.1364567807698431,-0.0829389324760491,0.0730797923847519,0.0191978491874076,-0.0530940429458933,-0.0340617441563423,-0.0355298619932293,0.127005275420674,0.0373289143150228,0.0215194246694836,48.59996,29.826206,90935637.59178084,53987.75764610826,27503.39807909583,-2.69952156458294,18.133873809061026,0,0,3
8076-4,ACCIONES CHILENAS,APV,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8076-4APV,Domestic Equity,0.0,0.0474337330588283,-0.0181373058525317,0.0258652949313158,-0.0154425583842617,-0.0443288833117362,-0.0100327794118602,-0.0112428213533078,-0.039243388453245,0.0324664594538979,-0.0355527008528907,0.0035211757872291,-0.0111204103558379,0.0301950537962165,0.074801991043153,0.0186804534720799,-0.0304467552088705,0.004874268631928,0.0600474129068919,0.0003733990784529,-0.0170783163769139,0.0729523798787858,-0.0291815460937745,-0.0112365285706463,0.0106880196811465,0.0410606991635511,0.0986673967872768,-0.0005240403535486,-0.0038512182527077,-0.0266986726338124,0.061747965688484,0.0163956062866963,0.0348917257017844,0.0443046933169888,-0.1096625997415571,0.1074182699498373,0.0566602871692085,-0.0445309575038943,-0.0203253385440072,0.0338381433652734,-0.0560033462966944,-0.0298692672351468,0.0209872806189226,-0.0292332100842924,0.0112637059860341,-0.0385113696504016,-0.0014818516768719,-0.0041516375981194,0.0556063678928568,-0.0250057069229808,-0.0204005375192314,-0.020372124705936,-0.0534363775364352,0.0195369077417499,-0.015392644200595,-0.0332548027003989,0.0553239480598448,-0.0613373726111114,-0.0444322570850241,0.032960588413621,-0.0198825838856483,-0.0983787151862425,-0.1521717764234982,0.1291282941891438,-0.0944080930979247,0.0799629545509019,0.0155412368535772,-0.0616670254031433,-0.0356333066540639,-0.028523352186015,0.1322700833629815,0.0314478840036798,0.0243644093338843,46.495964,24.676537,5264871266.602739,1849870.3576970904,3550476.169201736,-0.22813388037137,18.09852158010956,0,0,3
9254-1,ACCIONES EUROPA,ALTO,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9254-1ALTO,International Equity,0.0,0.0376049997614122,0.0139846892341676,-0.0128432772823504,0.0175949824813447,-0.0119000850315379,0.0650812112159296,-0.0445599491156974,-0.0425158883702775,0.0616977121043877,0.030274504084113,0.0164491520231686,-0.09364333216678,-0.0210431561950735,0.0659447844283027,0.0149082317656374,0.022161697420695,-0.166282870086058,0.0643913806248268,0.0422536052895168,-0.020662823911335,-0.04785025178326,-0.0004512748456384,0.0405416164604681,0.0045349668047747,0.0179511584587519,0.0544444049340657,0.0499512357001845,0.0655166780921994,-0.0105731406756801,0.0063563883871431,-0.0604724067533695,0.046776101661728,0.0061181339776352,0.0115064102503941,-0.0250160467520427,0.0382430510392679,-0.0666703329841165,-0.0114393481995234,0.0235550150482841,-0.0047067101799168,0.0131829919023918,0.0087851188683041,0.0634547197555124,-0.0387272563013174,-0.0863633258321597,-0.0454974536246074,-0.0504025465720721,0.0428070392931405,0.0154454629742806,0.0208599720257809,0.053880454013276,-0.0178149298617019,-0.0075158261315184,-0.0025025637070417,-0.0247379373878028,0.0304275574583146,0.0387164662113204,0.1108211122344384,-0.0381565219436039,0.0256211253781117,-0.047078650366247,-0.2035530065955367,0.0679199251195028,0.0235027700022429,0.048448449629026,-0.0527151496793684,0.0710545023121098,-0.0314704331334686,-0.0916995121106495,0.1931739854940288,-0.0339482963964035,0.0196216381433282,-46.02601,3.8151567,1038921639.0054796,6401804.997065062,1216733.510474309,0.4443727491882899,20.99134303303605,0,0,1
8247-3,ACCIONES LATAM,A,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8247-3A,International Equity,0.0,0.0172044525614722,-0.0508299049032955,0.0504757170185647,-0.0495062819849598,0.020643683888744,-0.0250672112377189,-0.0753184613499199,-0.0508563572560063,0.0529780897561993,0.0191482227899617,-0.0535160928897037,-0.0528732382929408,0.0287845456722612,0.1138628353322863,0.0534034955658415,-0.0374146469646686,0.0323400032663374,0.0441005465793375,0.0349654656318774,-0.03354577315508,0.0475949022928601,-0.072605112207032,-0.0093936925334691,0.0540874029647573,0.0436096347686634,0.0329053388159992,-0.0069473710090787,-0.0068170400009217,-0.0200222993976875,0.0428576273810634,0.012733054935853,0.0328387720890039,-0.001029648256932,-0.0155795339762009,-0.0016193701927994,0.0790459450773888,-0.0341066284521489,-0.0178363640112461,-0.0045947992170324,-0.1213737017112466,-0.0330010071597984,0.0804687063436737,-0.0304709231099843,0.0033241533964227,0.084901112610261,-0.0421752837188692,0.0115766061580013,0.073444932613657,-0.0380458180574929,-0.0283708587181831,0.0147254757818695,0.0276951839785786,0.0306188824344482,0.0462686957750557,-0.0803564073848234,0.044735497498632,0.0759935436392693,0.0243561965340486,0.0164687639197642,0.0280861181039024,-0.0957086424564123,-0.3573098727269499,0.0354684691878592,0.0589498600265963,0.0881803819028208,0.0327700033864981,-0.035445352164202,-0.0654475679098208,-0.0190824408229077,0.2136643360864853,0.0069579113550923,-0.0170046571383403,-2.5410779,-44.528522,2430189462.9534245,12716655.046522386,8701921.556285081,0.70107590798718,23.8319706559041,0,0,6
9537-0,ACCIONES MID CAP,APV,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9537-0APV,Domestic Equity,0.0,0.0479433905995341,-0.0213080258928913,0.0048511053033691,-0.0200930472399656,-0.0334424128302544,-0.0151157468826523,-0.0048416644099571,-0.0184648316973167,0.0118433710237517,-0.0355903778988014,0.0025791401954151,0.0044476021823549,0.0281317376020555,0.0549447217757655,0.0035952963461283,-0.0020640351775297,0.0002782574915053,0.0714517851402928,0.0202503778581463,0.0205822563317858,0.0238918718847259,-0.0377397734075787,-0.0582491032670717,0.0097055233663072,0.0450025621749229,0.1341344115141529,0.0276555846547731,-0.0177683020370217,-0.042546373654491,0.0981575385571194,0.01814853069443,0.036072117726044,0.0779226274476402,-0.1762696668693213,0.1819747388146515,0.0551566116762969,-0.0228703277691786,-0.0451551566888499,0.0513935321851422,-0.0119044122836757,-0.0569381804935819,-0.0043596082655857,0.0122558907183336,0.0374037743246593,-0.0443770212983808,0.0081304790110259,0.0032261681548848,0.0323461906785143,-0.0070445847658118,-0.0244309979702601,-0.0080875052277562,-0.0381405458186527,0.0251723977536793,-0.0325953276249387,-0.0873330355735094,0.0715665078386431,-0.0965567126208492,-0.1388400500930101,0.0409664420531878,-0.0205093983387714,-0.1047837742401226,-0.1582500054071154,0.1412781769894719,-0.0160661876656148,0.08648857042771,0.0024872101701682,0.0234096698265056,-0.0691079962796873,-0.0824565864960019,0.09717665630141,0.0213992268890084,0.0379768220273282,55.242977,24.268888,152253613.6630137,474190.8337622189,96843.84973364558,-11.8579579329342,22.21045512469084,0,0,3
8529-4,ACCIONES NACIONALES,APV,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8529-4APV,Domestic Equity,0.0,0.0331082649010856,-0.0097437833143433,0.021097506062935,-0.0071401676052043,-0.0379532583344839,-0.0001368930362771,-0.0091648856266508,-0.0307061337611853,0.0255874752967721,-0.0424679804670091,0.0032914992753474,0.0088906406488018,0.0175397539771529,0.0446403210996251,0.0130702525342714,-0.0230766545603113,0.0064245508394888,0.0378169644718111,0.0033751345476411,-0.0280789277052343,0.0549819970083851,-0.0333447320363524,-0.0121107907302677,0.007639436508275,0.0366110215604615,0.1006300025695861,-0.0033080201745123,-0.001793750181799,-0.0207173454259265,0.0661262156541608,0.0194607066818259,0.0394105618874627,0.0456721527711116,-0.1090692228517945,0.1180465856443402,0.0530863819655014,-0.0435429406291352,-0.0158411717273786,0.0311758189422848,-0.0582918603878201,-0.0335609577885173,0.0227653665160416,-0.0294681557007673,0.0098232172667407,-0.0403357763641289,0.0042824526215932,-0.0044458015239234,0.0519769467514767,-0.031168915563106,-0.018364302084261,-0.0219989642695979,-0.0557940915776751,0.0170612287155136,-0.0196129516858752,-0.0409450978427199,0.0619345575719165,-0.0729226302432888,-0.068795225200898,0.0371594959688872,-0.0234324686403459,-0.1048129534929603,-0.1694119477515654,0.1514130719830182,-0.0708377076621883,0.080620253510552,0.0101867033447129,-0.0531247526563324,-0.0372333800229106,-0.0366432067934409,0.1347049066344814,0.0422346880931465,0.0271369696327836,48.737633,27.735281,1808905392.2301369,512085.21930051886,342853.1782460344,-1.33599002858336,18.4900276138721,0,0,3
8740-8,ACTIVA A,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8740-8A,"Balanced, Aggressive",0.0,0.0167690748147204,-0.0008200987126,-0.0086848985586533,0.0047305776056465,-0.0019490912081842,0.032977544487263,-0.0319831445941996,-0.0392300573940215,0.0419598074856024,0.014940797817585,-0.0158712930547644,-0.0510492771767528,-0.0419840603737036,0.0074262676971308,-0.0159322498435309,0.0405686747054729,-0.0438797300205719,0.0182390626904127,0.0039235804130954,-0.0278822623088207,-0.0065418486304364,0.0077093797659553,-0.0045831001899125,-0.0050989028762196,0.0198959107596488,0.0351125067677313,0.0140082751140675,0.0170457293405519,-0.0158556358029701,0.017650467185994,-0.0230374838281597,0.0266370349433391,0.0127658233779157,-0.0295489777005493,0.0107099234758878,0.0369620436814097,-0.0546158396059635,-0.0051130296021475,0.0120724310844233,0.0092545959286169,0.0035021298820714,0.0057828620237334,0.0472420533772219,-0.0213871388629433,-0.0245635357197537,-0.0131410533360646,-0.0373905408252694,0.0366909397516479,0.0090534145708873,0.0390924316682983,0.0323527770934839,-0.0237645664787616,0.0191361654292177,0.0269970979860902,-0.0006364404970475,0.0241286369076527,0.0026998000062126,0.0762078333469773,-0.0286620305524045,0.0465760879913725,-0.047230722980204,-0.0725923019769323,0.0780608056894995,0.012989984127929,0.0515898220671802,-0.0154057979367484,0.0618223080948163,-0.014575696935862,-0.0321373029073634,0.078578539896063,-0.0195306456595762,0.0267877640968243,-30.698345,-0.9082291,1058200359.158904,4253241.195937673,1154937.3853593697,4.5231730119092,11.11761608075665,0,0,9
8116-7,ACTIVA C,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,8116-7A,"Balanced, Moderate",0.0,0.0130584185575917,0.0012642830058118,-0.0129943851753591,0.0043196565821777,0.0004028112086802,0.0209641047562587,-0.0140774893134285,-0.0227495024280506,0.0223552890548657,0.0049159547115404,-0.0122819232745747,-0.0269898492161785,-0.0173797560472204,0.0035328724723449,-0.0071780841127307,0.0258632636672735,-0.0230662253677772,0.0130290176300849,0.0043396615389363,-0.0110956983502699,-0.0129068193518792,-0.0042500963200036,0.0104432258238762,-0.0014072512251956,0.0190943806411612,0.0224796741114592,0.0072946576773218,0.0073908618240994,-0.0098386476507211,0.0083944660149373,-0.0138916010269323,0.0132893618549856,0.0089008684836284,-0.0229786670107906,0.0040821155035772,0.0216715893626131,-0.0297797055628357,-0.0041250828497012,0.0077902700500478,0.0057571713348552,0.0021551101459351,0.0038758424887204,0.0249679644905038,-0.0118254495240954,-0.0175637810546026,-0.0065457479457748,-0.0200828191206979,0.0215038024664102,0.0038905342320101,0.0316000450203184,0.0220402426636956,-0.0040067588996404,0.0159862352776072,0.0270956808320579,0.0035809232911507,0.0126054873162253,-0.0087182911855372,0.0424858159620562,-0.0064458636566167,0.0221281875454819,-0.0354130794690394,-0.0436850115762583,0.0610988018647236,0.0233157687721594,0.0242868160280094,-0.0110677397292473,0.0371601080594188,-0.0141305095921058,-0.0151799254467316,0.0471475716846552,-0.0123163793579215,0.0184066400659805,-14.176947,-1.0267525,1877414527.5479453,8989524.608422885,2220206.0404079603,3.8172345700736097,6.836139681725591,0,0,7
8741-6,ACTIVA D,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,8741-6A,"Balanced, Conservative",0.0,0.008357027001824,-0.0003624592103381,-0.0122595864559305,0.0061710264942806,0.0030886610788574,0.0208798487664263,-0.0028330084071871,-0.0158155655484186,0.0120772452012554,0.0034503533209147,-0.0078745824548062,-0.0104549807752417,-0.003173898908525,0.0039283423401517,-0.0021626785266849,0.0140896217720782,-0.0102543079726371,0.0089584784954732,0.0088243506342275,-0.0033776071032847,-0.0087686719739807,-0.0107518679162119,0.0154562022743851,0.0025448651705646,0.0124970415581833,0.0154681847438631,0.0050806085850554,0.0043931556358518,-0.0049815742746657,0.0046632999737354,-0.0065057738339725,0.0026027400338217,0.0012971616579,-0.0141276917729564,0.0049222898565397,0.0141188828291616,-0.0156626975215022,-0.0012653295267277,0.004568124609906,0.0046826920763411,0.0025297119752198,0.0036186898846304,0.0136390101591536,-0.0060981058554143,-0.0098086465291726,-0.0010951408025157,-0.0078522895738084,0.0117112386947526,0.0024062210423294,0.0158525647677938,0.0118738365914519,0.0018279830721519,0.0160116913201409,0.0219142041489084,0.0074048051366459,0.0104357875479936,-0.021564525901242,0.017091069133825,0.0035513520251724,0.0155145350276728,-0.0248764180550724,-0.0219045688494782,0.0440201359911462,0.0220424830927736,0.0126478631613164,-0.0065672131059638,0.0229736630370414,-0.0144848309274776,-0.0017205345703297,0.0242252439939858,-0.0029756555669304,0.0143994856033886,-9.112801,4.6571426,4644786377.884932,19681250.9528402,2479601.477705279,3.7247748554332096,4.28816874463075,0,0,7
